modifier,target,score,modifier_function,effect
CREBBP,HDAC9,824,Histone acetyltransferase,gene activation
CREBBP,IRF7,976,Histone acetyltransferase,gene activation
CREBBP,HDAC2,934,Histone acetyltransferase,gene activation
CREBBP,NCOA3,999,Histone acetyltransferase,gene activation
CREBBP,PRKACA,835,Histone acetyltransferase,gene activation
CREBBP,STAT2,997,Histone acetyltransferase,gene activation
CREBBP,HELZ2,942,Histone acetyltransferase,gene activation
CREBBP,BNIP3L,771,Histone acetyltransferase,gene activation
CREBBP,CRTC2,984,Histone acetyltransferase,gene activation
CREBBP,KLF4,867,Histone acetyltransferase,gene activation
CREBBP,CAMK2A,919,Histone acetyltransferase,gene activation
CREBBP,MED1,740,Histone acetyltransferase,gene activation
CREBBP,KAT2B,999,Histone acetyltransferase,gene activation
CREBBP,CHUK,824,Histone acetyltransferase,gene activation
CREBBP,FGFR1,923,Histone acetyltransferase,gene activation
CREBBP,H4-16,905,Histone acetyltransferase,gene activation
CREBBP,UBE2I,908,Histone acetyltransferase,gene activation
CREBBP,LEF1,961,Histone acetyltransferase,gene activation
CREBBP,KDM5A,701,Histone acetyltransferase,gene activation
CREBBP,AR,960,Histone acetyltransferase,gene activation
CREBBP,TCF4,916,Histone acetyltransferase,gene activation
CREBBP,SMARCA4,944,Histone acetyltransferase,gene activation
CREBBP,HDAC3,873,Histone acetyltransferase,gene activation
CREBBP,SIN3A,790,Histone acetyltransferase,gene activation
CREBBP,STAT1,999,Histone acetyltransferase,gene activation
CREBBP,CREB3L4,917,Histone acetyltransferase,gene activation
CREBBP,ARID1A,849,Histone acetyltransferase,gene activation
CREBBP,CITED1,809,Histone acetyltransferase,gene activation
CREBBP,CCND3,861,Histone acetyltransferase,gene activation
CREBBP,CDKN1A,904,Histone acetyltransferase,gene activation
CREBBP,ESR1,993,Histone acetyltransferase,gene activation
CREBBP,H3C3,914,Histone acetyltransferase,gene activation
CREBBP,TCF3,917,Histone acetyltransferase,gene activation
CREBBP,BRCA1,968,Histone acetyltransferase,gene activation
CREBBP,IKBKB,801,Histone acetyltransferase,gene activation
CREBBP,HNF1A,751,Histone acetyltransferase,gene activation
CREBBP,RBBP4,811,Histone acetyltransferase,gene activation
CREBBP,PPARA,838,Histone acetyltransferase,gene activation
CREBBP,DAXX,842,Histone acetyltransferase,gene activation
CREBBP,RBBP7,812,Histone acetyltransferase,gene activation
CREBBP,HNF4A,960,Histone acetyltransferase,gene activation
CREBBP,H4C2,905,Histone acetyltransferase,gene activation
CREBBP,NCOA1,999,Histone acetyltransferase,gene activation
CREBBP,THRA,706,Histone acetyltransferase,gene activation
CREBBP,TCF7,920,Histone acetyltransferase,gene activation
CREBBP,GREB1,826,Histone acetyltransferase,gene activation
CREBBP,MAFK,735,Histone acetyltransferase,gene activation
CREBBP,H4C9,903,Histone acetyltransferase,gene activation
CREBBP,BCL2,739,Histone acetyltransferase,gene activation
CREBBP,TCF7L2,966,Histone acetyltransferase,gene activation
CREBBP,HDAC6,742,Histone acetyltransferase,gene activation
CREBBP,CREB3,917,Histone acetyltransferase,gene activation
CREBBP,CREB3L2,921,Histone acetyltransferase,gene activation
CREBBP,STAT5A,975,Histone acetyltransferase,gene activation
CREBBP,TDG,896,Histone acetyltransferase,gene activation
CREBBP,MYC,945,Histone acetyltransferase,gene activation
CREBBP,ETS1,895,Histone acetyltransferase,gene activation
CREBBP,RUNX2,783,Histone acetyltransferase,gene activation
CREBBP,PARP1,738,Histone acetyltransferase,gene activation
CREBBP,THRB,709,Histone acetyltransferase,gene activation
CREBBP,GATA3,801,Histone acetyltransferase,gene activation
CREBBP,POLR2A,779,Histone acetyltransferase,gene activation
CREBBP,CEBPB,880,Histone acetyltransferase,gene activation
CREBBP,CDH2,934,Histone acetyltransferase,gene activation
CREBBP,HIF1A,999,Histone acetyltransferase,gene activation
CREBBP,H3-2,959,Histone acetyltransferase,gene activation
CREBBP,SNW1,843,Histone acetyltransferase,gene activation
CREBBP,CEBPA,711,Histone acetyltransferase,gene activation
CREBBP,MAML1,903,Histone acetyltransferase,gene activation
CREBBP,HDAC4,745,Histone acetyltransferase,gene activation
CREBBP,CITED4,841,Histone acetyltransferase,gene activation
CREBBP,FOXO4,984,Histone acetyltransferase,gene activation
CREBBP,RPS6KA1,847,Histone acetyltransferase,gene activation
CREBBP,SREBF1,845,Histone acetyltransferase,gene activation
CREBBP,HTT,997,Histone acetyltransferase,gene activation
CREBBP,H3-4,986,Histone acetyltransferase,gene activation
CREBBP,HDAC1,960,Histone acetyltransferase,gene activation
CREBBP,H4C11,903,Histone acetyltransferase,gene activation
CREBBP,PAX6,855,Histone acetyltransferase,gene activation
CREBBP,H3C6,913,Histone acetyltransferase,gene activation
CREBBP,H4C8,903,Histone acetyltransferase,gene activation
CREBBP,CREB1,999,Histone acetyltransferase,gene activation
CREBBP,TBL1XR1,706,Histone acetyltransferase,gene activation
CREBBP,SMAD3,995,Histone acetyltransferase,gene activation
CREBBP,EWSR1,728,Histone acetyltransferase,gene activation
CREBBP,FOXO1,993,Histone acetyltransferase,gene activation
CREBBP,RXRA,977,Histone acetyltransferase,gene activation
CREBBP,SETD2,805,Histone acetyltransferase,gene activation
CREBBP,MAML3,851,Histone acetyltransferase,gene activation
CREBBP,KHDRBS1,776,Histone acetyltransferase,gene activation
CREBBP,BRD4,710,Histone acetyltransferase,gene activation
CREBBP,CREM,845,Histone acetyltransferase,gene activation
CREBBP,MED12,738,Histone acetyltransferase,gene activation
CREBBP,FBXW7,728,Histone acetyltransferase,gene activation
CREBBP,HDAC11,761,Histone acetyltransferase,gene activation
CREBBP,ATF2,992,Histone acetyltransferase,gene activation
CREBBP,H4C5,903,Histone acetyltransferase,gene activation
CREBBP,EBF1,834,Histone acetyltransferase,gene activation
CREBBP,SREBF2,760,Histone acetyltransferase,gene activation
CREBBP,CREB3L1,923,Histone acetyltransferase,gene activation
CREBBP,RUNX1,977,Histone acetyltransferase,gene activation
CREBBP,SRC,940,Histone acetyltransferase,gene activation
CREBBP,H3C13,979,Histone acetyltransferase,gene activation
CREBBP,RELA,999,Histone acetyltransferase,gene activation
CREBBP,PRKACB,835,Histone acetyltransferase,gene activation
CREBBP,PRMT1,778,Histone acetyltransferase,gene activation
CREBBP,KAT5,817,Histone acetyltransferase,gene activation
CREBBP,FOXM1,834,Histone acetyltransferase,gene activation
CREBBP,NFE2L2,942,Histone acetyltransferase,gene activation
CREBBP,STAT3,935,Histone acetyltransferase,gene activation
CREBBP,SMAD4,917,Histone acetyltransferase,gene activation
CREBBP,CAMK4,937,Histone acetyltransferase,gene activation
CREBBP,JUN,994,Histone acetyltransferase,gene activation
CREBBP,H3-3A,921,Histone acetyltransferase,gene activation
CREBBP,EZH2,818,Histone acetyltransferase,gene activation
CREBBP,H3C12,984,Histone acetyltransferase,gene activation
CREBBP,MED25,732,Histone acetyltransferase,gene activation
CREBBP,TP53,999,Histone acetyltransferase,gene activation
CREBBP,BDNF,886,Histone acetyltransferase,gene activation
CREBBP,EP300,999,Histone acetyltransferase,gene activation
ARID1A,ACTL6B,978,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,CCND1,752,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,NR3C1,758,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,MSH2,974,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,MSH6,726,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C6,954,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,DPF2,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,FUS,703,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCC1,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H3-3B,884,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,KRAS,873,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,CDK4,713,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCD3,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,KMT2C,823,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,CREBBP,849,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,EP300,855,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BRD4,818,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,PIK3CA,913,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,DNMT3A,720,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,RB1,786,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,TP53,961,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,PPARG,914,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,NCR1,720,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,KMT2D,813,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,TERT,781,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BICRAL,952,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,EZH2,877,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,DPF3,995,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C9,800,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BAZ1B,713,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCD2,997,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,KDM3B,762,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,ARID1B,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C2,800,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,CHD4,726,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,ACTB,995,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,ATRX,782,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,ACTL6A,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SS18L1,887,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BRCA1,801,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCD1,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4-16,805,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCA4,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,PPP2R1A,914,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SS18,993,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BRD9,996,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H3-3A,854,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H2BC17,833,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C5,808,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCE1,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C11,800,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,HDAC1,793,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C8,800,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H2AC21,805,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BICRA,980,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BANF1,734,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BCL11B,944,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,PGR,752,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,ACTG1,841,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,ARID2,998,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,ADNP,754,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCB1,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BCL6,720,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BCL7C,995,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,PTEN,743,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C12,803,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BRD7,972,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C13,800,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,DPF1,998,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SOX2,741,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCC2,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BRAF,702,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,KDM3A,738,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C1,800,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,SMARCA2,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BCL7A,996,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BCL11A,975,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,PBRM1,999,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C14,800,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,BCL7B,992,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,PHF10,991,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C15,800,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,CDKN2A,720,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C3,803,SWI/SNF chromatin remodeler,chromatin accessibility
ARID1A,H4C4,802,SWI/SNF chromatin remodeler,chromatin accessibility
SMARCA4,KDM4B,783,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ACTL6B,980,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CBX5,923,SWI/SNF ATPase,chromatin remodeling
SMARCA4,DDX5,782,SWI/SNF ATPase,chromatin remodeling
SMARCA4,KAT2A,947,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CCND1,718,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NR3C1,924,SWI/SNF ATPase,chromatin remodeling
SMARCA4,WDR77,798,SWI/SNF ATPase,chromatin remodeling
SMARCA4,EGR2,843,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C6,990,SWI/SNF ATPase,chromatin remodeling
SMARCA4,IRF1,730,SWI/SNF ATPase,chromatin remodeling
SMARCA4,MYOD1,957,SWI/SNF ATPase,chromatin remodeling
SMARCA4,DPF2,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,TRIM28,893,SWI/SNF ATPase,chromatin remodeling
SMARCA4,FUS,873,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCC1,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3-3B,983,SWI/SNF ATPase,chromatin remodeling
SMARCA4,KDM6B,935,SWI/SNF ATPase,chromatin remodeling
SMARCA4,VHL,917,SWI/SNF ATPase,chromatin remodeling
SMARCA4,DDB2,813,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CDK4,750,SWI/SNF ATPase,chromatin remodeling
SMARCA4,POU5F1,818,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMAD2,717,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCD3,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,YY1,709,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RCOR1,786,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ELOB,820,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CREBBP,944,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SETD1A,714,SWI/SNF ATPase,chromatin remodeling
SMARCA4,EP300,969,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BRD4,957,SWI/SNF ATPase,chromatin remodeling
SMARCA4,KAT2B,946,SWI/SNF ATPase,chromatin remodeling
SMARCA4,TOP2B,719,SWI/SNF ATPase,chromatin remodeling
SMARCA4,DNMT3A,957,SWI/SNF ATPase,chromatin remodeling
SMARCA4,LEF1,758,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RB1,979,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NCOR1,820,SWI/SNF ATPase,chromatin remodeling
SMARCA4,TP53,993,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SHPRH,768,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NONO,868,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ATM,786,SWI/SNF ATPase,chromatin remodeling
SMARCA4,TCF7L1,715,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCA5,908,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PPARG,966,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NCR1,720,SWI/SNF ATPase,chromatin remodeling
SMARCA4,STAT5B,783,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BMP10,730,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2AZ1,831,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RAD21,772,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RUNX1,761,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CEBPB,788,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BPTF,777,SWI/SNF ATPase,chromatin remodeling
SMARCA4,HLTF,708,SWI/SNF ATPase,chromatin remodeling
SMARCA4,TERT,990,SWI/SNF ATPase,chromatin remodeling
SMARCA4,TBX5,885,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RBM14,716,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ZMIZ2,705,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BICRAL,974,SWI/SNF ATPase,chromatin remodeling
SMARCA4,STAT2,799,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SWI5,750,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RUVBL1,711,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PRMT5,977,SWI/SNF ATPase,chromatin remodeling
SMARCA4,EZH2,909,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PKM,796,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ARID1A,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2BC4,869,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SOX2,823,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCE1,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,STK11,920,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CARM1,784,SWI/SNF ATPase,chromatin remodeling
SMARCA4,KDM3B,745,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NKX2-5,910,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SP1,812,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BRWD1,949,SWI/SNF ATPase,chromatin remodeling
SMARCA4,IKZF1,715,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2AC20,820,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2AC21,849,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SS18L1,859,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C13,946,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ARID2,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CBX3,763,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SUV39H1,847,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3-5,936,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCB1,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,STAT5A,702,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PHF10,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,FOXM1,750,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BAZ1B,874,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2BC8,837,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C6,949,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PAX6,708,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ALK,736,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C8,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3-4,966,SWI/SNF ATPase,chromatin remodeling
SMARCA4,HDAC1,989,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C11,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CREB1,818,SWI/SNF ATPase,chromatin remodeling
SMARCA4,EWSR1,728,SWI/SNF ATPase,chromatin remodeling
SMARCA4,POLR2A,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BANF1,998,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ELOC,850,SWI/SNF ATPase,chromatin remodeling
SMARCA4,EHMT2,801,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NF1,751,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BICRA,990,SWI/SNF ATPase,chromatin remodeling
SMARCA4,HIF1A,715,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3-2,913,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BCL11B,967,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C7,765,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SS18,996,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2BC7,832,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2BC17,872,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3-3A,930,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C12,995,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BRD9,998,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RUVBL2,732,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2AC6,848,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C5,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ATF3,908,SWI/SNF ATPase,chromatin remodeling
SMARCA4,DNMT1,759,SWI/SNF ATPase,chromatin remodeling
SMARCA4,FBXW7,808,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ZEB1,962,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BAZ1A,776,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NR4A1,741,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ACTL6A,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,STAT1,850,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SIN3A,948,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2BC6,830,SWI/SNF ATPase,chromatin remodeling
SMARCA4,WDR5,720,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCD1,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,FANCA,925,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ESR1,859,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C3,950,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BRCA1,983,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RBBP4,755,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2BC10,830,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NFATC1,746,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4-16,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2AX,876,SWI/SNF ATPase,chromatin remodeling
SMARCA4,AR,874,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C9,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,DPF3,990,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ARID1B,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCD2,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PARP1,996,SWI/SNF ATPase,chromatin remodeling
SMARCA4,MYC,974,SWI/SNF ATPase,chromatin remodeling
SMARCA4,MECP2,729,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C2,930,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ACTB,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,POTEF,737,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CHD4,966,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C15,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C3,930,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCA1,958,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C4,931,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CDKN2A,811,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C4,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CTNNB1,998,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C1,970,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BCL7A,997,SWI/SNF ATPase,chromatin remodeling
SMARCA4,HDAC9,935,SWI/SNF ATPase,chromatin remodeling
SMARCA4,HDAC2,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PBX1,755,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BCL11A,956,SWI/SNF ATPase,chromatin remodeling
SMARCA4,KLF4,742,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C14,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2BC21,961,SWI/SNF ATPase,chromatin remodeling
SMARCA4,GNL3,878,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PBRM1,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C2,944,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C10,932,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BCL7B,993,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CHD7,787,SWI/SNF ATPase,chromatin remodeling
SMARCA4,RAD51,765,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCC2,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C7,931,SWI/SNF ATPase,chromatin remodeling
SMARCA4,GATA4,853,SWI/SNF ATPase,chromatin remodeling
SMARCA4,KDM3A,972,SWI/SNF ATPase,chromatin remodeling
SMARCA4,MRTFA,743,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H2AC18,822,SWI/SNF ATPase,chromatin remodeling
SMARCA4,CTCF,738,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SMARCA2,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C1,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,TAF1,736,SWI/SNF ATPase,chromatin remodeling
SMARCA4,ACTG1,884,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C8,933,SWI/SNF ATPase,chromatin remodeling
SMARCA4,SOX10,937,SWI/SNF ATPase,chromatin remodeling
SMARCA4,NCOA2,713,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BCL7C,994,SWI/SNF ATPase,chromatin remodeling
SMARCA4,KDM1A,894,SWI/SNF ATPase,chromatin remodeling
SMARCA4,HSF1,702,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H3C11,931,SWI/SNF ATPase,chromatin remodeling
SMARCA4,KDM6A,848,SWI/SNF ATPase,chromatin remodeling
SMARCA4,DPF1,987,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C13,930,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BRD7,999,SWI/SNF ATPase,chromatin remodeling
SMARCA4,BRD2,885,SWI/SNF ATPase,chromatin remodeling
SMARCA4,H4C12,929,SWI/SNF ATPase,chromatin remodeling
SMARCA4,PTEN,705,SWI/SNF ATPase,chromatin remodeling
IDH1,DLD,777,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,ACO2,998,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
IDH1,IDH3G,996,Isocitrate dehydrogenase,2-HG → blocks TET/KDM
